"","Datein","FR(m3/dia)","BODin (ppm)","CODin (ppm)","SSin(ppm)","pHin","NAmin(ppm)","NNin (ppm)","Pin (ppm)","Colin(ppm)","Tin(°C)","Condin L1","RF(mm)","Pulp(ton/dia)","Pap (ton/dia)","...16","Dateout","BODout(ppm)","CODout (ppm)","SSout(ppm)","Colout(ppm)","Tout(°C)","Condout","FRout(m3/dia)","FRmod(m3/dia)"
"165",1997-02-12,82761,249.34,477,NA,7.09,NA,NA,NA,429,NA,1214,45.3,960.679,988.2,NA,35473,68.47,258,NA,373,NA,1255,85109.1255,75537.6428571429
"166",1997-02-13,80499,221.94,492,113,7.17,NA,NA,NA,638,NA,1276,0.4,948.669,942.9,NA,35474,66.8,268,22,422,37,1202,80519.734,73805.2857142857
"167",1997-02-14,80326,NA,564,NA,7.25,NA,0.939,NA,441,NA,1543,3.1,1018.854,1049.1,NA,35475,NA,361,NA,437,NA,1289,80486.6885,73298.8571428571
"168",1997-02-15,78627,156.18,508,NA,7.25,NA,NA,NA,484,NA,1740,5.1,949.923,1055.2,NA,35476,28.39,320,NA,399,NA,1274,78891.3585,73415.7142857143
"169",1997-02-16,80700,164.4,497,NA,7.49,NA,NA,NA,395,NA,1766,44.2,930.756,1091.8,NA,35477,45.09,373,NA,474,NA,1611,82991.107,73601.3571428571
"170",1997-02-17,77421,215.09,504,NA,10.17,NA,0.992,NA,NA,NA,1999,10.5,950.059,1100.7,NA,35478,40.08,219,NA,411,36,1565,77965.2675,73675.9285714286
"171",1997-02-18,51403,135.63,340,NA,11.3,NA,2.181,NA,458,NA,3050,0.2,900.379,1133,NA,35479,58.45,327,NA,494,36.5,1940,51413.367,72745.0714285714
"172",1997-02-19,40748,144,272,NA,10.76,NA,NA,NA,660,35,1474,0.3,867.348,1085.2,NA,35480,62,226,NA,589,35.5,1997,40763.5505,72112.9285714286
"173",1997-02-20,52181,169,424,73,12.3,NA,NA,NA,841,38,1670,0.3,807.485,1071.8,NA,35481,18,222,34,787,33.5,2020,52196.5505,71078
"174",1997-02-21,76309,NA,487,NA,10.42,NA,NA,NA,NA,43,2370,0.3,169.816,1059,NA,35482,NA,190,NA,631,33,1840,76324.5505,71299.9285714286
"175",1997-02-22,83662,261,466,NA,6.71,NA,NA,NA,555,NA,1192,6.1,NA,1016.8,NA,35483,16,189,NA,584,NA,1400,83978.1935,71576.2142857143
"176",1997-02-23,82809,232,460,NA,6.86,NA,NA,NA,418,NA,1106,0.7,NA,838.2,NA,35484,59,268,NA,573,NA,1328,82845.2845,71769.4285714286
"177",1997-02-24,82664,229,467,NA,6.97,NA,NA,1.47,411,48,1023,NA,624.337,1063,NA,35485,117,318,NA,474,37,1197,82664,72274.4285714286
"178",1997-02-25,68321,181,430,NA,6.78,NA,NA,NA,357,NA,995,NA,1000.672,1070.4,NA,35486,98,294,NA,427,38,1225,68321,74081.3571428571
"179",1997-02-26,73911,227,525,NA,6.96,1.1,NA,NA,416,47,1170,3.7,925.831,1067.7,NA,35487,95,290,NA,400,37,1154,74102.7895,76744.5714285714
"180",1997-02-27,66010,242,516,106,6.61,NA,NA,NA,465,48,1231,NA,951.273,1053.7,NA,35488,93,305,39,352,37,1166,66010,78809.8571428571
"181",1997-02-28,83433,234,514,NA,5,0.84,NA,0.866,337,49,1026,NA,771.812,1040.7,NA,35489,82,274,NA,341,37,1170,83433,79161.5714285714
"182",1997-03-01,82495,196,455,NA,7.01,NA,NA,NA,420,NA,1221,0.1,939.994,991.7,NA,35490,98,320,NA,363,NA,1340,82500.1835,79213.2142857143
"183",1997-03-02,83405,196,468,NA,5.99,NA,NA,NA,450,NA,1009,0.5,1017.97,1047.4,NA,35491,102,309,NA,459,NA,1174,83430.9175,79021.6428571429
"184",1997-03-03,84491,206,442,NA,6.61,NA,0.961,NA,351,48,1088,5.8,1037.326,1035.2,NA,35492,125,345,NA,408,37,1127,84791.643,78834.4285714286
"185",1997-03-04,76700,188,378,NA,7.12,NA,0.777,NA,347,46,929,NA,768.543,947.8,NA,35493,103,319,NA,388,36,1188,76700,79790.6428571429
"186",1997-03-05,78033,212,428,NA,6.86,NA,0.147,NA,349,43.5,1133,0.6,945.854,1053.6,NA,35494,78,241,NA,344,36.5,1062,78064.101,80332.0714285714
"187",1997-03-06,81095,231,535,91,11.08,NA,0.608,NA,419,48,1566,NA,923.471,959.8,NA,35495,77,247,50,315,37,1063,81095,81290.5
"188",1997-03-07,81233,156,475,NA,6.7,NA,1.154,NA,271,48,950,1.3,652.928,1016.4,NA,35496,80,246,NA,245,37,1234,81300.3855,81110.7142857143
"189",1997-03-08,84385,190,402,NA,6.83,NA,NA,NA,382,NA,1071,31.8,681.744,988.4,NA,35497,88,247,NA,321,NA,1146,86033.353,80933
"190",1997-03-09,80127,193,482,NA,9.56,NA,NA,NA,519,NA,1160,0.1,886.55,783.5,NA,35498,92,253,NA,317,NA,1152,80132.1835,80679.5
"191",1997-03-10,80043,231,513,NA,8.31,NA,NA,1.182,548,48,1348,NA,950.025,978.2,NA,35499,89,271,NA,388,37,1289,80043,80234.0714285714
"192",1997-03-11,81708,209,491,NA,8.64,NA,NA,0.2,526,47.5,1222,NA,853.257,912.3,NA,35500,106,288,NA,447,37.5,1457,81708,80218.5
"193",1997-03-12,81491,218,496,NA,6.51,2.8,NA,NA,435,48,1336,NA,909.655,1032.3,NA,35501,109,323,NA,480,38,1380,81491,80176.8571428571
"194",1997-03-13,79428,219,500,27,7,1.2,NA,NA,494,47.5,1234,NA,997.326,1053,NA,35502,104,294,54,447,37,1244,79428,79925.6428571429
"195",1997-03-14,80916,196,498,NA,6.52,NA,NA,0.77,330,47,1304,3.3,929.574,952.4,NA,35503,91,274,NA,426,38,1352,81087.0555,79536.7857142857
"196",1997-03-15,80007,197,484,NA,6.32,NA,NA,NA,426,NA,1143,2.5,905.193,998.2,NA,35504,75,233,NA,378,NA,1180,80136.5875,79018.7857142857
"197",1997-03-16,79856,239,450,NA,6.2,NA,NA,NA,394,NA,1103,0.1,967.766,1051.6,NA,35505,45,285,NA,346,NA,1300,79861.1835,79019.6428571429
"198",1997-03-17,78255,224,516,NA,6.21,NA,0.384,NA,423,48,1179,NA,895.683,1020.8,NA,35506,85,295,NA,390,37.5,1190,78255,79119.5
"199",1997-03-18,76482,224,552,NA,6.16,NA,0.799,NA,478,46,1188,NA,992.97,1063.7,NA,35507,77,314,NA,415,37,1189,76482,78920.5714285714
"200",1997-03-19,77450,247,501,NA,6.13,NA,NA,NA,492,44.5,1222,NA,955.275,1097.1,NA,35508,92,299,NA,434,37.5,1192,77450,78693.9285714286
"201",1997-03-20,77578,220,534,72,5.83,NA,NA,NA,521,46,1191,8.5,966.882,1153.5,NA,35509,84,280,33,462,38,1196,78018.5975,78513.1428571429
"202",1997-03-21,75789,194,479,NA,5.81,NA,1.329,NA,494,48,1199,1.3,954.731,1029.5,NA,35510,76,290,NA,475,38,1265,75856.3855,78284.0714285714
"203",1997-03-22,77133,168,478,NA,5.67,NA,NA,NA,471,NA,1156,NA,928.318,1036.6,NA,35511,73,310,NA,445,NA,1192,77133,78045.9285714286
"204",1997-03-23,80139,211,561,NA,6.01,NA,NA,NA,484,NA,1200,NA,1019.107,1117.2,NA,35512,83,322,NA,508,NA,1178,80139,77875.7142857143
"205",1997-03-24,81441,246,593,NA,6.13,NA,NA,0.482,454,47,1332,NA,882.242,1078.3,NA,35513,96,324,NA,479,36.5,1208,81441,77964.3571428571
"206",1997-03-25,78923,317,611,NA,6.23,NA,NA,0.8,584,46.5,1359,NA,941.264,994.2,NA,35514,93,310,NA,508,36.5,1236,78923,78010.7142857143
"207",1997-03-26,78318,287,574,NA,6.1,2.8,NA,NA,509,46,1254,NA,960.975,931.6,NA,35515,88,292,NA,521,35.5,1294,78318,77682.3571428571
"208",1997-03-27,76897,NA,NA,NA,NA,1.2,NA,NA,NA,42.5,NA,NA,882.304,957.3,NA,35516,NA,NA,NA,NA,36,NA,76897,77493.7142857143
"209",1997-03-28,77709,293,539,NA,5.81,NA,NA,NA,560,NA,1426,NA,1032.725,1091.9,NA,35517,83,292,NA,510,NA,1292,77709,77349.8571428571
"210",1997-03-29,76673,265,502,NA,5.87,NA,NA,NA,500,NA,1236,NA,950.219,1048.6,NA,35518,97,307,NA,463,NA,1310,76673,76898.6428571429
"211",1997-03-30,77473,241,535,NA,5.73,NA,NA,NA,522,NA,1217,0.3,932.679,1051.9,NA,35519,106,326,NA,474,NA,1289,77488.5505,76355.7142857143
"212",1997-03-31,79496,230,552,NA,6.44,NA,NA,NA,582,47,1216,13.6,979.84,1054.2,NA,35520,85,319,NA,491,34.5,1241,80200.956,76178.5
"213",1997-04-01,77131,311,572,NA,11.7,NA,1.301,NA,489,45.5,2400,6.7,964.119,983.4,NA,35521,135,332,NA,518,34.5,1282,77478.2945,76015.2142857143
"214",1997-04-02,72853,270,566,NA,8.85,NA,NA,NA,513,45.5,1387,NA,984.552,1122.7,NA,35522,126,341,NA,521,34.5,1433,72853,75497.9285714286
"215",1997-04-03,74937,295,600,162,10.83,NA,1.301,NA,523,45.5,1800,0.7,958.809,1045.5,NA,35523,118,319,75,426,34.5,1472,74973.2845,75151.7857142857
"216",1997-04-04,73775,227,564,NA,6.24,NA,2.106,NA,388,46.5,1563,2.5,605.819,790.5,NA,35524,112,321,NA,378,35.5,1623,73904.5875,75098.1428571429
"217",1997-04-05,70816,237,538,NA,6.11,NA,NA,NA,482,NA,1324,NA,837.693,980.1,NA,35525,106,321,NA,444,NA,1524,70816,75088.5
"218",1997-04-06,72538,238,579,NA,0.85,NA,NA,NA,540,NA,1423,NA,835.241,910.3,NA,35526,75,303,NA,429,NA,1453,72538,75140.7857142857
"219",1997-04-07,78960,255,539,NA,6.55,NA,NA,1.457,435,47,1260,NA,921.653,1041.3,NA,35527,82,290,NA,462,36,1465,78960,74778
"220",1997-04-08,76637,193,517,NA,7.28,NA,NA,0.468,582,46.5,1408,NA,802.458,1041.3,NA,35528,62,314,NA,381,35.5,1369,76637,74605.9285714286
"221",1997-04-09,71076,222,493,NA,6.5,NA,NA,NA,524,NA,1346,NA,858.383,1050,NA,35529,84,271,NA,433,NA,1396,71076,74872.7142857143
"222",1997-04-10,72051,206,510,59,6.94,0.8,NA,NA,567,46,1438,NA,813.781,1005.1,NA,35530,75,315,91,467,35,1425,72051,74949.1428571429
"223",1997-04-11,76958,NA,NA,NA,NA,NA,NA,0.8,414,46,NA,NA,747.151,1000.1,NA,35531,84,304,NA,448,35,1404,76958,74359.5
"224",1997-04-12,76538,223,541,NA,6.44,NA,NA,NA,486,NA,1342,NA,850.098,1008.4,NA,35532,85,286,NA,429,NA,1305,76538,74190.1428571429
"225",1997-04-13,78205,246,555,NA,6.85,NA,NA,NA,524,NA,1368,NA,804.472,1038.5,NA,35533,110,327,NA,451,NA,1433,78205,73855.7857142857
"226",1997-04-14,74417,216,506,NA,6.45,NA,1.223,NA,525,46,1326,NA,876.976,993.9,NA,35534,90,288,NA,415,35,1394,74417,72995.8571428571
"227",1997-04-15,74722,257,524,NA,11.57,NA,NA,NA,458,46,1624,NA,821.62,1000.7,NA,35535,93,295,NA,419,36,1300,74722,72482.9285714286
"228",1997-04-16,76588,248,567,NA,7.01,NA,1.763,NA,536,45.5,1358,NA,930.687,1043.7,NA,35536,105,298,NA,407,35,1467,76588,72690.5
"229",1997-04-17,76007,239,533,159,6.93,NA,NA,NA,486,46,1332,19.1,829.409,1048.4,NA,35537,116,320,79,434,36,1406,76997.0485,72916.2142857143
"230",1997-04-18,65520,NA,NA,NA,6.87,NA,2.208,NA,367,47.5,1267,0.1,745.294,826.3,NA,35538,NA,NA,NA,365,35,1400,65525.1835,72594.7857142857
"231",1997-04-19,68445,232,487,NA,6.71,NA,NA,NA,399,NA,1574,NA,851.68,975.9,NA,35539,92,350,NA,362,NA,1482,68445,72263.6428571429
"232",1997-04-20,67857,226,461,NA,6.89,NA,NA,NA,433,NA,1335,NA,920.861,1034.1,NA,35540,85,274,NA,374,NA,1386,67857,71841.8571428571
"233",1997-04-21,66921,219,490,NA,7.28,NA,NA,NA,490,NA,1395,NA,877.534,1121.9,NA,35541,95,290,NA,417,NA,1432,66921,72062.0714285714
"234",1997-04-22,69456,245,472,NA,7.41,1.3,NA,1.26,416,46,1645,0.1,823.91,1106.4,NA,35542,97,288,NA,410,36,1418,69461.1835,72218.7857142857
"235",1997-04-23,73982,236,474,NA,6.8,0.44,NA,NA,436,44,1154,2.3,807.273,968.2,NA,35543,82,286,NA,424,35,1512,74101.2205,72294.1428571429
"236",1997-04-24,75211,227,495,72,8.96,0.58,NA,NA,464,45,1492,0.1,783.602,957.4,NA,35544,66,231,62,408,34.5,1448,75216.1835,72065.1428571429
"237",1997-04-25,72458,213,500,NA,6.88,NA,NA,0.578,611,45,1332,NA,796.862,1025.1,NA,35545,90,280,NA,526,34.5,1399,72458,72779.7142857143
"238",1997-04-26,71902,195,540,NA,6.99,NA,NA,NA,534,NA,1385,NA,790.102,979.4,NA,35546,103,295,NA,464,NA,1377,71902,73307.1428571429
"239",1997-04-27,72300,267,577,NA,6.87,NA,NA,NA,643,NA,1482,NA,739.388,959.1,NA,35547,106,313,NA,561,NA,1384,72300,74085.7857142857
"240",1997-04-28,77500,255,591,NA,8.56,NA,1.36,NA,473,45,1616,NA,820.257,912.8,NA,35548,105,360,NA,501,35,1472,77500,74878.2142857143
"241",1997-04-29,76916,260,533,NA,7.27,NA,1.31,NA,565,45,1764,NA,939.92,1045.6,NA,35549,114,289,NA,534,35,1593,76916,75525.5
"242",1997-04-30,77643,213,481,NA,7.13,NA,NA,NA,399,46,1365,NA,923.836,973.6,NA,35550,82,312,NA,521,34.5,1620,77643,75889.1428571429
"243",1997-05-01,72801,154,416,NA,7.01,NA,NA,NA,374,NA,1289,NA,935.271,944,NA,35551,73,294,NA,521,NA,1556,72801,76033.3571428571
"244",1997-05-02,75524,202,441,NA,6.93,NA,NA,NA,444,NA,1490,NA,1003.332,1072.1,NA,35552,68,247,NA,467,NA,1434,75524,76403.8571428571
"245",1997-05-03,75829,220,534,NA,6.64,NA,NA,NA,541,NA,1485,NA,845.601,1037.3,NA,35553,NA,NA,NA,NA,NA,NA,75829,76828.2857142857
"246",1997-05-04,78758,261,550,NA,6.85,NA,NA,NA,536,NA,1309,NA,808.917,1040.6,NA,35554,107,326,NA,533,NA,1390,78758,77020.2857142857
"247",1997-05-05,78015,253,561,NA,6.97,1.2,NA,1.15,563,46,1349,NA,898.117,1033.4,NA,35555,110,319,NA,382,36,1468,78015,76788.6428571429
"248",1997-05-06,78518,307,566,NA,11.85,1.2,NA,1.18,455,46,2170,0.1,1014.707,990.8,NA,35556,125,343,NA,468,35,1461,78523.1835,75231.1428571429
"249",1997-05-07,79073,273,615,NA,7.08,1.2,NA,NA,557,45.5,1580,NA,977.164,1054.2,NA,35557,103,335,NA,505,34.5,1597,79073,74143.6428571429
"250",1997-05-08,77230,263,566,97,6.75,2.2,NA,NA,480,45.5,1324,NA,894.267,1053.1,NA,35558,116,358,107,464,35,1599,77230,74237
"251",1997-05-09,77645,222,545,NA,6.23,NA,NA,0.44,590,46.5,1337,NA,716.612,820.2,NA,35559,92,304,NA,554,35,1485,77645,74034
"252",1997-05-10,77844,245,514,NA,6.31,NA,NA,NA,602,NA,1467,NA,958.14,956.8,NA,35560,101,314,NA,547,NA,1424,77844,73956
"253",1997-05-11,74988,275,532,NA,6.57,NA,NA,NA,517,NA,1230,0.1,852.487,997.9,NA,35561,103,329,NA,513,NA,1431,74993.1835,73887.2857142857
"254",1997-05-12,74257,235,473,NA,7.12,NA,0.877,NA,429,45.5,1204,NA,966.849,990.9,NA,35562,79,314,NA,467,35,1399,74257,73497.7142857143
"255",1997-05-13,55111,178,427,NA,11.5,NA,0.886,NA,530,40,1936,0.1,1025.309,986.8,NA,35563,84,274,NA,502,35,1362,55116.1835,73722.1428571429
"256",1997-05-14,62418,196,466,NA,9.27,NA,NA,NA,630,34,1023,NA,933.046,980.4,NA,35564,56,268,NA,429,32,1339,62418,73611.6428571429
"257",1997-05-15,74108,252,507,142,7.23,NA,NA,NA,532,45,1390,NA,799.883,925.7,NA,35565,63,218,52,445,32,1300,74108,73616.5714285714
"258",1997-05-16,72682,306,648,NA,7.04,NA,2.012,NA,NA,44.5,1619,0.1,66.016,920.8,NA,35566,94,271,NA,NA,32.5,1485,72687.1835,73404.3571428571
"259",1997-05-17,74737,243,508,NA,6.64,NA,NA,NA,NA,NA,1269,NA,535.047,1039.1,NA,35567,75,255,NA,NA,NA,1298,74737,73649.1428571429
"260",1997-05-18,77796,272,545,NA,7.17,NA,NA,NA,523,NA,1328,NA,972.066,981,NA,35568,118,312,NA,367,NA,1293,77796,74034.2142857143
"261",1997-05-19,72561,225,463,NA,10.15,NA,NA,0.106,457,41.5,1515,0.1,746.538,952.9,NA,35569,107,317,NA,415,34,1377,72566.1835,74249
"262",1997-05-20,81660,275,519,NA,7.1,1,NA,0.05,493,45,1433,NA,849.384,1021.3,NA,35570,84,285,NA,436,33.5,1464,81660,75941.4285714286
"263",1997-05-21,77526,290,542,NA,7.09,0.76,NA,NA,448,45.5,1442,0.1,959.546,1065.6,NA,35571,106,288,NA,397,34,1480,77531.1835,77158.4285714286
"264",1997-05-22,77299,215,540,190,6.99,0.79,NA,NA,443,45,1418,9,550.584,1013.2,NA,35572,129,258,55,399,35.5,1361,77765.515,77467.0714285714
"265",1997-05-23,74674,NA,NA,NA,NA,NA,NA,0.59,NA,45.5,NA,NA,1008.694,1205,NA,35573,NA,NA,NA,NA,35,NA,74674,77913.5
"266",1997-05-24,81271,283,559,NA,7.09,NA,NA,NA,405,NA,1593,21.8,970.866,1082.7,NA,35574,109,323,NA,322,NA,1450,82401.003,78159.7857142857
"267",1997-05-25,80379,NA,NA,NA,NA,NA,NA,NA,503,NA,NA,20.4,879.039,1015.6,NA,35575,112,322,NA,391,NA,1480,81436.434,77781.4285714286
"268",1997-05-26,77264,297,540,NA,6.96,NA,1.142,NA,396,40,1520,0.2,905.586,1038,NA,35576,96,282,NA,378,34.5,1510,77274.367,77964.5714285714
"269",1997-05-27,78805,279,504,NA,6.8,NA,0.839,NA,429,44.5,1415,0.1,939.59,1058.3,NA,35577,100,295,NA,418,34,1537,78810.1835,77633.4285714286
"270",1997-05-28,79456,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,7.2,972.923,1008.4,NA,35578,NA,NA,NA,NA,35,NA,79829.212,77416
"271",1997-05-29,78429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,904.603,951,NA,35579,NA,NA,NA,NA,NA,NA,78439.367,77708
"272",1997-05-30,78932,284,528,NA,7,NA,NA,NA,355,NA,1483,NA,903.336,936.8,NA,35580,103,288,NA,379,NA,1500,78932,77850.9285714286
"273",1997-05-31,78185,270,495,NA,7.21,NA,NA,NA,418,NA,1386,NA,987.951,1048.8,NA,35581,99,309,NA,363,NA,1389,78185,77379.9285714286
"274",1997-06-01,72499,449,364,NA,8.33,NA,NA,NA,283,NA,965,NA,982.357,1045.9,NA,35582,103,308,NA,396,NA,1498,72499,76924.8571428571
"275",1997-06-02,75125,271,493,NA,7.15,NA,NA,1.345,472,38.5,1326,0.1,1041.182,1068.8,NA,35583,76,241,NA,337,33,1377,75130.1835,76672.2857142857
"276",1997-06-03,77024,324,593,NA,11.39,0.13,NA,0.933,455,42,2300,1.3,993.333,1042.3,NA,35584,68,233,NA,325,32,1323,77091.3855,75206.7857142857
"277",1997-06-04,74482,308,589,NA,7.54,2,NA,NA,474,42,1293,13.7,340.865,1006,NA,35585,69,191,NA,254,33,1037,75192.1395,74762.6428571429
"278",1997-06-05,81387,322,602,NA,7.15,NA,NA,NA,576,42,1532,57.4,733.588,999.9,NA,35586,115,284,NA,340,33,1348,84362.329,74754.5
"279",1997-06-06,76675,325,562,NA,7.1,NA,NA,0.973,505,42.5,1604,0.4,755.185,762.6,NA,35587,106,311,NA,426,32.5,1401,76695.734,74565.2142857143
"280",1997-06-07,74677,261,484,NA,7.05,NA,NA,NA,478,NA,1337,0.1,868.493,970,NA,35588,111,316,NA,435,NA,1423,74682.1835,74621.7142857143
"281",1997-06-08,74008,284,554,NA,6.93,NA,NA,NA,492,NA,1391,NA,980.907,1012.8,NA,35589,111,333,NA,386,NA,1481,74008,75260.3571428571
"282",1997-06-09,73728,275,507,NA,6.7,NA,1.4,NA,467,40,1305,NA,917.248,980.3,NA,35590,113,317,NA,445,32,1487,73728,75382.3571428571
"283",1997-06-10,58288,272,490,NA,6.85,NA,1.38,NA,433,40,1330,0.2,954.922,996.1,NA,35591,100,306,NA,397,32,1448,58298.367,75228.5714285714
"284",1997-06-11,73238,294,544,NA,11.32,NA,NA,NA,474,39,2770,5.4,923.12,993.7,NA,35592,81,260,NA,462,31.5,1415,73517.909,75316.6428571429
"285",1997-06-12,78315,324,587,NA,7.35,NA,NA,NA,549,40.5,1439,9.9,861.982,1061.5,NA,35593,104,282,NA,443,31,1535,78828.1665,75155.7857142857
"286",1997-06-13,76282,238,584,154,7.11,NA,1.332,NA,415,44,1430,0.3,853.864,1041.4,NA,35594,109,298,60,391,32,1433,76297.5505,74867.3571428571
"287",1997-06-14,78976,274,519,NA,7.09,NA,NA,NA,419,NA,1344,24.8,715.983,853.9,NA,35595,86,242,NA,350,NA,1117,80261.508,73897.1428571429
"288",1997-06-15,81440,293,520,NA,7.04,NA,NA,NA,441,NA,1393,30.4,945.655,1052.8,NA,35596,119,311,NA,393,NA,1335,83015.784,73433.5
"289",1997-06-16,76833,248,475,NA,7.08,NA,NA,1.276,416,42.5,1251,0.1,873.5,947.5,NA,35597,99,294,NA,414,34,1328,76838.1835,73492.9285714286
"290",1997-06-17,74871,268,557,NA,6.75,NA,NA,0.731,476,43,1214,0.2,996.302,1079.6,NA,35598,73,263,NA,407,33,1226,74881.367,74796.2857142857
"291",1997-06-18,75715,269,520,NA,6.7,0.53,NA,NA,468,42.5,1141,NA,980.548,1077.9,NA,35599,106,313,NA,414,32,1187,75715,74500.7857142857
"292",1997-06-19,79135,225,502,100,6.75,0.31,NA,NA,376,43,1102,NA,989.057,1042.4,NA,35600,67,305,58,391,32,1207,79135,74459.0714285714
"293",1997-06-20,72637,262,526,NA,6.95,NA,NA,1.52,309,40,1219,32.2,982.862,1127.7,NA,35601,91,288,NA,316,34,1314,74306.087,74467.5
"294",1997-06-21,61094,195,375,NA,7.41,NA,NA,NA,311,NA,1038,0.1,995.966,1184.9,NA,35602,93,281,NA,335,NA,1265,61099.1835,74127
"295",1997-06-22,67517,234,431,NA,7,NA,NA,NA,358,NA,1229,0.1,924.324,1082.5,NA,35603,96,257,NA,319,NA,1176,67522.1835,73456.7857142857
"296",1997-06-23,74560,255,494,NA,7.11,NA,0.75,NA,397,43.5,1392,0.1,911.565,1039.3,NA,35604,63,216,NA,292,33,1211,74565.1835,73108.7857142857
"297",1997-06-24,76535,256,499,NA,6.84,NA,1.42,NA,382,42.5,1326,0.1,522.852,1094,NA,35605,78,246,NA,294,34,1213,76540.1835,73248
"298",1997-06-25,69101,244,535,NA,6.49,NA,NA,NA,450,44.5,1313,0.2,855.234,1116.1,NA,35606,83,249,NA,326,36,1322,69111.367,73354.5
"299",1997-06-26,77731,279,562,NA,6.79,0.12,NA,NA,480,44,1292,0.1,954.65,1043.8,NA,35607,76,254,NA,346,35,1335,77736.1835,73232
"300",1997-06-27,76400,251,554,NA,6.89,NA,1.85,NA,393,41.5,1264,NA,1029.017,1091.9,NA,35608,85,290,NA,350,34,1292,76400,73664.4285714286
"301",1997-06-28,74209,229,559,NA,7,NA,NA,NA,495,NA,1195,NA,926.659,1055.1,NA,35609,81,286,NA,362,NA,1265,74209,75001.0714285714
"302",1997-06-29,72057,255,534,NA,6.48,NA,NA,NA,432,NA,1136,NA,949.144,996.6,NA,35610,101,314,NA,419,NA,1248,72057,75901.5
"303",1997-06-30,71961,252,534,NA,6.58,NA,NA,0.89,370,44.5,1059,NA,970.886,1006.7,NA,35611,101,306,NA,407,34,1175,71961,76219.1428571429
"304",1997-07-01,76820,245,529,NA,6.94,0.56,NA,0.94,402,43,1133,NA,1030.859,1094,NA,35612,88,288,NA,429,34,1211,76820,76310.4285714286
"305",1997-07-02,77206,255,540,NA,6.4,0.44,NA,NA,368,43,1142,8,978.981,1086.1,NA,35613,86,268,NA,368,34,1206,77206,76942.7857142857
"306",1997-07-03,77420,250,521,76,6.62,0.58,NA,NA,375,43.5,1218,NA,935.74,1023.2,NA,35614,84,251,61,387,34,1275,77420,77116.2142857143
"307",1997-07-04,78691,229,553,NA,6.11,NA,NA,1.3,353,44,1232,7.9,885.151,1043.9,NA,35615,90,296,NA,378,34,1467,78691,77447.9285714286
"308",1997-07-05,79807,250,519,NA,6.82,NA,NA,NA,408,NA,1178,0.1,909.498,982.9,NA,35616,73,257,NA,340,NA,1165,79812.1835,77666.7142857143
"309",1997-07-06,80123,241,520,NA,6.68,NA,NA,NA,412,NA,1104,NA,913.268,977.9,NA,35617,76,275,NA,354,NA,1191,80123,77880.9285714286
"310",1997-07-07,79007,247,497,NA,5.78,NA,1.5,NA,356,44,1110,NA,974.185,1029.6,NA,35618,90,283,NA,380,34,1209,79007,78123.0714285714
"311",1997-07-08,77813,273,538,NA,5.87,NA,1.6,NA,398,43.5,1264,NA,960.357,1078.2,NA,35619,86,277,NA,398,34,1487,77813,78052.6428571429
"312",1997-07-09,77954,260,496,NA,8.45,NA,NA,NA,434,NA,1253,NA,979.912,1078.5,NA,35620,100,287,NA,358,NA,1115,77954,78006.7857142857
"313",1997-07-10,80159,302,563,166,9.79,NA,NA,NA,488,43.5,1403,NA,990.431,1082.8,NA,35621,88,268,69,379,34,1209,80159,77910.0714285714
"314",1997-07-11,81044,174,471,NA,6.56,NA,0.6,NA,348,43,885,0.1,853.993,1037.1,NA,35622,88,261,NA,320,34,1217,81049.1835,77784.1428571429
"315",1997-07-12,77272,280,588,NA,6.53,NA,NA,NA,470,NA,1270,0.1,899.206,1075.8,NA,35623,72,265,NA,359,NA,1283,77277.1835,77482.3571428571
"316",1997-07-13,75056,246,552,NA,7.02,NA,NA,NA,519,NA,1319,NA,924.972,973.5,NA,35624,95,312,NA,442,NA,1323,75056,77117.8571428571
"317",1997-07-14,75351,244,542,NA,7.14,NA,NA,0.9,499,44,1258,NA,901.384,1030,NA,35625,87,290,NA,433,34,1268,75351,77059.4285714286
"318",1997-07-15,75834,298,588,NA,11.26,0.8,NA,2,595,43,1857,0.1,1008.524,1124.4,NA,35626,98,291,NA,467,34,1347,75839.1835,77004.8571428571
"319",1997-07-16,76564,284,548,NA,6.88,NA,NA,NA,527,41.5,NA,NA,939.684,1175.1,NA,35627,126,341,NA,517,34,NA,76564,76958.9285714286
"320",1997-07-17,76066,273,532,83,8.42,0.6,NA,NA,522,43,1254,0.1,946.946,1196,NA,35628,121,338,32,520,34,1427,76071.1835,76578.8571428571
"321",1997-07-18,76928,174,461,NA,6.74,NA,NA,1.72,319,43.5,930,NA,874.581,976.3,NA,35629,81,316,NA,400,33.5,1211,76928,76396.7857142857
"322",1997-07-19,75582,220,510,NA,7.14,NA,NA,NA,391,NA,1191,NA,871.907,1059.5,NA,35630,100,315,NA,406,NA,1297,75582,76374.3571428571
"323",1997-07-20,75020,270,517,NA,7.21,NA,NA,NA,407,NA,1275,NA,869.345,1083.1,NA,35631,96,306,NA,408,NA,1293,75020,76348.6428571429
"324",1997-07-21,78189,257,495,NA,6.96,NA,0.52,NA,401,43.5,1249,29,893.907,1077.6,NA,35632,91,281,NA,361,34,1352,79692.215,76713.2857142857
